"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
8341, 3894.53000457204, 1854.17159429053, 6578.25976780126, 7318.16910330298, 106.246843169996, 310.172073241162, 224.180327875437
8342, 4450.91901333855, 2126.49487104555, 6578.25976780126, 7318.16910330298, 125.356704615159, 383.595836241268, 224.180327875437
8343, 4863.74917260707, 2330.83257386799, 6578.25976780126, 7318.16910330298, 141.326020602528, 444.689008708418, 224.180327875437
8344, 5227.98479975759, 2513.32483442369, 6578.25976780126, 7318.16910330298, 156.645774127509, 503.29413606976, 224.180327875437
8345, 4921.79955641515, 2360.20489943328, 6578.25976780126, 7318.16910330298, 143.616690391864, 453.716601541818, 224.180327875437
8346, 4812.99205166617, 2305.83187715409, 6578.25976780126, 7318.16910330298, 139.22461672268, 436.924201792583, 224.180327875437
8347, 5051.77574139619, 2424.85227573459, 6578.25976780126, 7318.16910330298, 149.101842316104, 474.533802877263, 224.180327875437
8348, 4761.51098608903, 2280.32289261993, 6578.25976780126, 7318.16910330298, 137.18216178056, 429.11320659534, 224.180327875437
8349, 4594.75507518906, 2197.59803024709, 6578.25976780126, 7318.16910330298, 130.637302289782, 404.235491576126, 224.180327875437
8350, 4340.59404037169, 2072.33596629517, 6578.25976780126, 7318.16910330298, 121.203099475427, 368.192094418191, 224.180327875437
8351, 4049.00849891759, 1929.64756161155, 6578.25976780126, 7318.16910330298, 111.07071468559, 329.442032029907, 224.180327875437
8352, 3664.45339302808, 1743.16857475518, 6578.25976780126, 7318.16910330298, 98.8092566908986, 282.554661464095, 224.180327875437
8353, 3271.4234858887, 1554.45461067579, 6578.25976780126, 7318.16910330298, 87.6301842141076, 239.653564744464, 224.180327875437
8354, 2843.02238488678, 1350.93109454278, 6578.25976780126, 7318.16910330298, 76.9291006978311, 198.543649714015, 224.180327875437
8355, 2541.00368462961, 1208.80607343312, 6578.25976780126, 7318.16910330298, 70.3335431879965, 173.120439428134, 224.180327875437
8356, 2332.40694946664, 1111.28932156542, 6578.25976780126, 7318.16910330298, 66.2437672219754, 157.284077409527, 224.180327875437
8357, 2222.66051902672, 1060.20957181484, 6578.25976780126, 7318.16910330298, 64.2540201425415, 149.53048146506, 224.180327875437
8358, 2163.53278164349, 1032.74803464748, 6578.25976780126, 7318.16910330298, 63.2355023029447, 145.518081259636, 224.180327875437
